Local Authority,Library,Month,Type,Loans
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult fiction large print paperback,1
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult fiction paperback,112
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult non fiction hardback,15
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult non fiction paperback,18
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult non-fiction,3
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult spoken word CD set,4
CAMBS,Whittlesey Library Learning Centre,2020-01,Children's fiction,2
CAMBS,Whittlesey Library Learning Centre,2020-01,Children's non-fiction,1
CAMBS,Whittlesey Library Learning Centre,2020-01,Children's spoken word CD set,2
CAMBS,Whittlesey Library Learning Centre,2020-01,Junior fiction,163
CAMBS,Whittlesey Library Learning Centre,2020-01,Junior non-fiction,20
CAMBS,Whittlesey Library Learning Centre,2020-01,Quick Pick fiction,2
CAMBS,Whittlesey Library Learning Centre,2020-01,Teenage,3
CAMBS,Whittlesey Library Learning Centre,2020-01,Young adult,1
CAMBS,Whittlesey Library Learning Centre,2020-01,Young adult plus,1
CAMBS,Willingham Library,2019-12,Adult fiction,2
CAMBS,Willingham Library,2019-12,Adult fiction hardback,11
CAMBS,Willingham Library,2019-12,Adult fiction paperback,55
CAMBS,Willingham Library,2019-12,Adult non fiction hardback,10
CAMBS,Willingham Library,2019-12,Adult non fiction paperback,11
CAMBS,Willingham Library,2019-12,Junior fiction,41
CAMBS,Willingham Library,2019-12,Junior non-fiction,5
CAMBS,Willingham Library,2019-12,Teenage,1
CAMBS,Willingham Library,2019-12,Young adult,1
CAMBS,Willingham Library,2019-12,Young adult plus,1
CAMBS,Willingham Library,2020-01,Adult fiction,7
CAMBS,Willingham Library,2020-01,Adult fiction hardback,32
CAMBS,Willingham Library,2020-01,Adult fiction large print paperback,1
CAMBS,Willingham Library,2020-01,Adult fiction paperback,48
CAMBS,Willingham Library,2020-01,Adult non fiction hardback,5
CAMBS,Willingham Library,2020-01,Adult non fiction paperback,5
CAMBS,Willingham Library,2020-01,Children's fiction,1
CAMBS,Willingham Library,2020-01,Junior fiction,66
CAMBS,Willingham Library,2020-01,Junior non-fiction,2
CAMBS,Willingham Library,2020-01,Quick Pick fiction,2
CAMBS,Willingham Library,2020-01,Teenage,3
CAMBS,Willingham Library,2020-01,Young adult,1
CAMBS,Willingham Library,2020-01,Young adult plus,2
CAMBS,Wisbech Library,2019-12,Adult fiction,18
CAMBS,Wisbech Library,2019-12,Adult fiction hardback,90
CAMBS,Wisbech Library,2019-12,Adult fiction large print hardback,23
CAMBS,Wisbech Library,2019-12,Adult fiction large print paperback,18
CAMBS,Wisbech Library,2019-12,Adult fiction paperback,200
CAMBS,Wisbech Library,2019-12,Adult non fiction hardback,46
CAMBS,Wisbech Library,2019-12,Adult non fiction large print hardback,1
CAMBS,Wisbech Library,2019-12,Adult non fiction paperback,42
CAMBS,Wisbech Library,2019-12,Adult non-fiction,21
CAMBS,Wisbech Library,2019-12,Adult spoken word cassette set,8
CAMBS,Wisbech Library,2019-12,Adult spoken word CD set,18
CAMBS,Wisbech Library,2019-12,Children's fiction,6
CAMBS,Wisbech Library,2019-12,Children's non-fiction,1
CAMBS,Wisbech Library,2019-12,DVD: PG,1
CAMBS,Wisbech Library,2019-12,Junior fiction,159
CAMBS,Wisbech Library,2019-12,Junior non-fiction,31
CAMBS,Wisbech Library,2019-12,Music score,1
CAMBS,Wisbech Library,2019-12,Picture Book,1
CAMBS,Wisbech Library,2019-12,Quick Pick fiction,11
CAMBS,Wisbech Library,2019-12,Quick Pick non-fiction,1
CAMBS,Wisbech Library,2019-12,Teenage,1
CAMBS,Wisbech Library,2019-12,Young adult,4
CAMBS,Wisbech Library,2020-01,Adult fiction,49
CAMBS,Wisbech Library,2020-01,Adult fiction hardback,165
CAMBS,Wisbech Library,2020-01,Adult fiction large print hardback,10
CAMBS,Wisbech Library,2020-01,Adult fiction large print paperback,13
CAMBS,Wisbech Library,2020-01,Adult fiction paperback,317
CAMBS,Wisbech Library,2020-01,Adult non fiction hardback,37
CAMBS,Wisbech Library,2020-01,Adult non fiction large print hardback,1
CAMBS,Wisbech Library,2020-01,Adult non fiction paperback,57
CAMBS,Wisbech Library,2020-01,Adult non-fiction,16
CAMBS,Wisbech Library,2020-01,Adult spoken word CD set,15
CAMBS,Wisbech Library,2020-01,Children's fiction,4
CAMBS,Wisbech Library,2020-01,Children's non-fiction,1
CAMBS,Wisbech Library,2020-01,Children's spoken word CD set,1
CAMBS,Wisbech Library,2020-01,DVD: 15,2
CAMBS,Wisbech Library,2020-01,DVD: U,3
CAMBS,Wisbech Library,2020-01,Junior fiction,229
CAMBS,Wisbech Library,2020-01,Junior non-fiction,40
CAMBS,Wisbech Library,2020-01,Music score,1
CAMBS,Wisbech Library,2020-01,Picture Book,6
CAMBS,Wisbech Library,2020-01,Quick Pick fiction,3
CAMBS,Wisbech Library,2020-01,Teenage,7
CAMBS,Yaxley Library,2019-12,Adult fiction,12
CAMBS,Yaxley Library,2019-12,Adult fiction hardback,27
CAMBS,Yaxley Library,2019-12,Adult fiction large print hardback,7
CAMBS,Yaxley Library,2019-12,Adult fiction large print paperback,2
CAMBS,Yaxley Library,2019-12,Adult fiction paperback,64
CAMBS,Yaxley Library,2019-12,Adult non fiction hardback,4
CAMBS,Yaxley Library,2019-12,Adult non fiction paperback,13
CAMBS,Yaxley Library,2019-12,Adult non-fiction,8
CAMBS,Yaxley Library,2019-12,Adult spoken word CD,1
CAMBS,Yaxley Library,2019-12,Adult spoken word CD set,1
CAMBS,Yaxley Library,2019-12,Children's fiction,5
CAMBS,Yaxley Library,2019-12,Children's non-fiction,2
CAMBS,Yaxley Library,2019-12,Junior fiction,124
CAMBS,Yaxley Library,2019-12,Junior non-fiction,26
CAMBS,Yaxley Library,2019-12,Picture Book,1
CAMBS,Yaxley Library,2019-12,Quick Pick fiction,1
CAMBS,Yaxley Library,2019-12,Reading Group,1
CAMBS,Yaxley Library,2019-12,Teenage,3
CAMBS,Yaxley Library,2019-12,Young adult plus,1
CAMBS,Yaxley Library,2020-01,Adult fiction,4
CAMBS,Yaxley Library,2020-01,Adult fiction hardback,47
CAMBS,Yaxley Library,2020-01,Adult fiction large print hardback,12
CAMBS,Yaxley Library,2020-01,Adult fiction large print paperback,6
CAMBS,Yaxley Library,2020-01,Adult fiction paperback,85
CAMBS,Yaxley Library,2020-01,Adult non fiction hardback,14
CAMBS,Yaxley Library,2020-01,Adult non fiction large print hardback,1
CAMBS,Yaxley Library,2020-01,Adult non fiction large print paperback,1
CAMBS,Yaxley Library,2020-01,Adult non fiction paperback,13
CAMBS,Yaxley Library,2020-01,Adult non-fiction,4
CAMBS,Yaxley Library,2020-01,Adult spoken word CD set,2
CAMBS,Yaxley Library,2020-01,Children's fiction,5
CAMBS,Yaxley Library,2020-01,DVD: 12,1
CAMBS,Yaxley Library,2020-01,Junior fiction,160
CAMBS,Yaxley Library,2020-01,Junior non-fiction,22
CAMBS,Yaxley Library,2020-01,Picture Book,2
CAMBS,Yaxley Library,2020-01,Quick Pick fiction,2
CAMBS,Yaxley Library,2020-01,Teenage,1
CAMBS,Yaxley Library,2020-01,Young adult,4
CAMBS,Yaxley Library,2020-01,Young adult plus,1
