Local Authority,Library,Date,Name,Attendees
Cambridgeshire,Buckden,09-07-2019,Storytimes,6
Cambridgeshire,Buckden,16-07-2019,Storytimes,21
Cambridgeshire,Buckden,10-09-2019,Storytimes,6
Cambridgeshire,Buckden,17-09-2019,Storytimes,9
Cambridgeshire,Buckden,24-09-2019,Storytimes,14
Cambridgeshire,Buckden,02-07-2019,Storytimes,12
Cambridgeshire,Buckden,27-07-2019,Other Events (Children),5
Cambridgeshire,Buckden,08-08-2019,SRC ? Activities,39
Cambridgeshire,Buckden,10-08-2019,SRC ? Activities,21
Cambridgeshire,Buckden,17-08-2019,SRC ? Activities,23
Cambridgeshire,Buckden,31-08-2019,Other Events (Children),8
Cambridgeshire,Buckden,07-09-2019,SRC ? Activities,7
Cambridgeshire,Buckden,20-09-2019,SRC - Ceremonies,30
Cambridgeshire,Buckden,28-09-2019,Other Events (Children),21
Cambridgeshire,Buckden,01-10-2019,Partner Events,1
Cambridgeshire,Buckden,01-10-2019,Storytimes,14
Cambridgeshire,Buckden,08-10-2019,Storytimes,17
Cambridgeshire,Buckden,15-10-2019,Storytimes,15
Cambridgeshire,Buckden,29-10-2019,Storytimes,14
Cambridgeshire,Buckden,11-10-2019,Other Events (Adult),10
Cambridgeshire,Buckden,25-10-2019,Other Events (Adult),10
Cambridgeshire,Buckden,12-10-2019,Other Events (Children),19
Cambridgeshire,Buckden,26-10-2019,Other Events (Children),14
Cambridgeshire,Buckden,16-10-2019,Engage Events,24
Cambridgeshire,Buckden,19-10-2019,Other Events (Children),13
Cambridgeshire,Buckden,05-11-2019,Storytimes,21
Cambridgeshire,Buckden,12-11-2019,Storytimes,9
Cambridgeshire,Buckden,19-11-2019,Storytimes,15
Cambridgeshire,Buckden,26-11-2019,Storytimes,26
Cambridgeshire,Buckden,03-12-2019,Storytimes,13
Cambridgeshire,Buckden,10-12-2019,Storytimes,9
Cambridgeshire,Buckden,17-12-2019,Storytimes,10
Cambridgeshire,Buckden,08-11-2019,Other Events (Adult),12
Cambridgeshire,Buckden,22-11-2019,Other Events (Adult),12
Cambridgeshire,Buckden,06-12-2019,Other Events (Adult),9
Cambridgeshire,Buckden,20-12-2019,Outreach (Adults),16
Cambridgeshire,Buckden,16-11-2019,Other Events (Children),9
Cambridgeshire,Buckden,20-11-2019,Engage Events,70
Cambridgeshire,Buckden,26-10-2019,Other Events (Children),9
Cambridgeshire,Buckden,14-12-2019,Other Events (Children),7
Cambridgeshire,Buckden,21-12-2019,Other Events (Children),31
Cambridgeshire,Burwell,02-04-2019,Rhymetimes,11
Cambridgeshire,Burwell,10-04-2019,Engage Events,14
Cambridgeshire,Burwell,23-04-2019,Rhymetimes,10
Cambridgeshire,Burwell,30-04-2019,Rhymetimes,16
Cambridgeshire,Burwell,30-04-2019,Assisted Digital,1
Cambridgeshire,Burwell,07-05-2019,Rhymetimes,8
Cambridgeshire,Burwell,08-05-2019,Engage Events,5
Cambridgeshire,Burwell,14-05-2019,Rhymetimes,18
Cambridgeshire,Burwell,21-05-2019,Rhymetimes,22
Cambridgeshire,Burwell,25-05-2019,Other Events (Children),1
Cambridgeshire,Burwell,04-06-2019,Rhymetimes,24
Cambridgeshire,Burwell,06-06-2019,Assisted Digital,1
Cambridgeshire,Burwell,10-06-2019,Other Events (Children),18
Cambridgeshire,Burwell,11-06-2019,Rhymetimes,16
Cambridgeshire,Burwell,11-06-2019,Assisted Digital,2
Cambridgeshire,Burwell,12-06-2019,Engage Events,10
Cambridgeshire,Burwell,18-06-2019,Rhymetimes,16
Cambridgeshire,Burwell,25-06-2019,Rhymetimes,14
Cambridgeshire,Burwell,26-06-2019,Class Visits,55
Cambridgeshire,Burwell,02-07-2019,Rhymetimes,11
Cambridgeshire,Burwell,05-07-2019,Assisted Digital,0
Cambridgeshire,Burwell,09-07-2019,Rhymetimes,16
Cambridgeshire,Burwell,16-07-2019,Rhymetimes,19
Cambridgeshire,Burwell,16-07-2019,Assisted Digital,0
Cambridgeshire,Burwell,23-07-2019,Rhymetimes,17
Cambridgeshire,Burwell,29-07-2019,Assisted Digital,0
Cambridgeshire,Burwell,02-08-2019,SRC ? Activities,45
Cambridgeshire,Burwell,06-08-2019,SRC ? Activities,4
Cambridgeshire,Burwell,13-08-2019,SRC ? Activities,4
Cambridgeshire,Burwell,14-08-2019,Engage Events,9
Cambridgeshire,Burwell,16-08-2019,Assisted Digital,1
Cambridgeshire,Burwell,20-08-2019,SRC ? Activities,11
Cambridgeshire,Burwell,27-08-2019,SRC ? Activities,6
Cambridgeshire,Burwell,11-09-2019,Engage Events,8
Cambridgeshire,Burwell,13-09-2019,SRC - Ceremonies,121
Cambridgeshire,Burwell,17-09-2019,Rhymetimes,28
Cambridgeshire,Burwell,24-09-2019,Rhymetimes,11
Cambridgeshire,Burwell,27-09-2019,Other Events (Adult),20
Cambridgeshire,Burwell,01-10-2019,Rhymetimes,14
Cambridgeshire,Burwell,08-10-2019,Rhymetimes,14
Cambridgeshire,Burwell,09-10-2019,Engage Events,16
Cambridgeshire,Burwell,15-10-2019,Rhymetimes,8
Cambridgeshire,Burwell,17-10-2019,Assisted Digital,0
Cambridgeshire,Burwell,17-10-2019,Assisted Digital,0
Cambridgeshire,Burwell,17-10-2019,Other Events (Adult),10
Cambridgeshire,Burwell,29-10-2019,Rhymetimes,19
Cambridgeshire,Burwell,05-11-2019,Rhymetimes,16
Cambridgeshire,Burwell,12-11-2019,Rhymetimes,12
Cambridgeshire,Burwell,13-11-2019,Engage Events,14
Cambridgeshire,Burwell,19-11-2019,Rhymetimes,10
Cambridgeshire,Burwell,26-11-2019,Rhymetimes,11
Cambridgeshire,Burwell,03-12-2019,Rhymetimes,11
Cambridgeshire,Burwell,10-12-2019,Rhymetimes,10
Cambridgeshire,Burwell,11-12-2019,Engage Events,12
Cambridgeshire,Burwell,17-12-2019,Rhymetimes,8
Cambridgeshire,Burwell,14-12-2019,Partner Events,0
Cambridgeshire,Cambourne,03-04-2019,Engage Events,34
Cambridgeshire,Cambourne,04-04-2019,Other Events (Adult),9
Cambridgeshire,Cambourne,05-04-2019,Storytimes,23
Cambridgeshire,Cambourne,03-04-2019,Assisted Digital,1
Cambridgeshire,Cambourne,10-04-2019,Other Events (Children),27
Cambridgeshire,Cambourne,10-04-2019,Other Events (Adult),8
Cambridgeshire,Cambourne,12-04-2019,Assisted Digital,1
Cambridgeshire,Cambourne,17-04-2019,Other Events (Children),9
Cambridgeshire,Cambourne,24-04-2019,Other Events (Adult),12
Cambridgeshire,Cambourne,27-04-2019,Outreach (Adults),37
Cambridgeshire,Cambourne,01-05-2019,Engage Events,16
Cambridgeshire,Cambourne,02-05-2019,Other Events (Adult),10
Cambridgeshire,Cambourne,05-05-2019,Other Events (Adult),8
Cambridgeshire,Cambourne,05-05-2019,Other Events (Adult),7
Cambridgeshire,Cambourne,22-05-2019,Assisted Digital,1
Cambridgeshire,Cambourne,22-05-2019,Assisted Digital,1
Cambridgeshire,Cambourne,29-05-2019,Other Events (Adult),11
Cambridgeshire,Cambourne,30-05-2019,Other Events (Children),40
Cambridgeshire,Cambourne,05-06-2019,Engage Events,7
Cambridgeshire,Cambourne,26-04-2019,Storytimes,23
Cambridgeshire,Cambourne,03-05-2019,Rhymetimes,22
Cambridgeshire,Cambourne,10-05-2019,Storytimes,16
Cambridgeshire,Cambourne,17-05-2019,Rhymetimes,34
Cambridgeshire,Cambourne,24-05-2019,Storytimes,22
Cambridgeshire,Cambourne,07-06-2019,Rhymetimes,24
Cambridgeshire,Cambourne,07-06-2019,Author Visits,35
Cambridgeshire,Cambourne,10-06-2019,Assisted Digital,1
Cambridgeshire,Cambourne,12-06-2019,Other Events (Adult),6
Cambridgeshire,Cambourne,12-06-2019,Other Events (Adult),0
Cambridgeshire,Cambourne,11-06-2019,BIPC - Intellectual Property,0
Cambridgeshire,Cambourne,14-06-2019,Storytimes,21
Cambridgeshire,Cambourne,17-06-2019,Assisted Digital,1
Cambridgeshire,Cambourne,19-06-2019,Other Events (Adult),6
Cambridgeshire,Cambourne,26-06-2019,Other Events (Adult),9
Cambridgeshire,Cambourne,21-06-2019,Rhymetimes,26
Cambridgeshire,Cambourne,28-06-2019,Storytimes,31
Cambridgeshire,Cambourne,03-07-2019,Assisted Digital,1
Cambridgeshire,Cambourne,04-07-2019,engage Events,11
Cambridgeshire,Cambourne,03-07-2019,Other Events (Adult),9
Cambridgeshire,Cambourne,04-07-2019,Other Events (Adult),9
Cambridgeshire,Cambourne,05-07-2019,Storytimes,23
Cambridgeshire,Cambourne,05-07-2019,Assisted Digital,1
Cambridgeshire,Cambourne,09-07-2019,Other Events (Adult),7
Cambridgeshire,Cambourne,10-07-2019,Other Events (Adult),8
Cambridgeshire,Cambourne,12-07-2019,Assisted Digital,1
Cambridgeshire,Cambourne,12-07-2019,Rhymetimes,36
Cambridgeshire,Cambourne,15-07-2019,Assisted Digital,1
Cambridgeshire,Cambourne,01-08-2019,Other Events (Adult),9
Cambridgeshire,Cambourne,31-07-2019,Other Events (Children),33
Cambridgeshire,Cambourne,07-08-2019,Other Events (Children),52
Cambridgeshire,Cambourne,14-08-2019,Other Events (Children),45
Cambridgeshire,Cambourne,14-08-2019,Other Events (Adult),5
Cambridgeshire,Cambourne,17-08-2019,Assisted Digital,2
Cambridgeshire,Cambourne,19-08-2019,Assisted Digital,1
Cambridgeshire,Cambourne,19-08-2019,Assisted Digital,1
Cambridgeshire,Cambourne,19-08-2019,Assisted Digital,1
Cambridgeshire,Cambourne,19-08-2019,Other Events (Adult),4
Cambridgeshire,Cambourne,21-08-2019,Other Events (Children),34
Cambridgeshire,Cambourne,28-08-2019,Other Events (Children),29
Cambridgeshire,Cambourne,30-08-2019,Assisted Digital,1
Cambridgeshire,Cambourne,04-09-2019,Engage Events,20
Cambridgeshire,Cambourne,05-09-2019,Other Events (Adult),10
Cambridgeshire,Cambourne,06-09-2019,Storytimes,29
Cambridgeshire,Cambourne,11-09-2019,Other Events (Adult),2
Cambridgeshire,Cambourne,13-09-2019,Rhymetimes,22
Cambridgeshire,Cambourne,13-09-2019,Other Events (Children),120
Cambridgeshire,Cambourne,13-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,16-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,20-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,20-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,20-09-2019,Storytimes,20
Cambridgeshire,Cambourne,23-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,23-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,27-09-2019,Rhymetimes,18
Cambridgeshire,Cambourne,30-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,30-09-2019,Assisted Digital,1
Cambridgeshire,Cambourne,02-10-2019,engage Events,15
Cambridgeshire,Cambourne,03-10-2019,Other Events (Adult),13
Cambridgeshire,Cambourne,04-10-2019,Storytimes,30
Cambridgeshire,Cambourne,09-10-2019,Other Events (Adult),5
Cambridgeshire,Cambourne,09-10-2019,Other Events (Adult),11
Cambridgeshire,Cambourne,11-10-2019,Rhymetimes,22
Cambridgeshire,Cambourne,11-10-2019,Assisted Digital,1
Cambridgeshire,Cambourne,12-10-2019,Partner Events,14
Cambridgeshire,Cambourne,14-10-2019,Assisted Digital,1
Cambridgeshire,Cambourne,15-10-2019,Assisted Digital,1
Cambridgeshire,Cambourne,16-10-2019,Class Visits,32
Cambridgeshire,Cambourne,16-10-2019,Other Events (Adult),10
Cambridgeshire,Cambourne,18-10-2019,Storytimes,17
Cambridgeshire,Cambourne,16-10-2019,Partner Events,18
Cambridgeshire,Cambourne,21-10-2019,Assisted Digital,1
Cambridgeshire,Cambourne,23-10-2019,Other Events (Children),39
Cambridgeshire,Cambourne,23-10-2019,Other Events (Adult),11
Cambridgeshire,Cambourne,30-10-2019,Other Events (Adult),10
Cambridgeshire,Cambourne,01-11-2019,Rhymetimes,19
Cambridgeshire,Cambourne,02-11-2019,Other Events (Adult),12
Cambridgeshire,Cambourne,06-11-2019,Engage Events,10
Cambridgeshire,Cambourne,12-11-2019,Other Events (Adult),6
Cambridgeshire,Cambourne,08-10-2019,Other Events (Adult),7
Cambridgeshire,Cambourne,08-11-2019,Storytimes,20
Cambridgeshire,Cambourne,13-11-2019,Class Visits,31
Cambridgeshire,Cambourne,13-11-2019,Outreach (Adults),5
Cambridgeshire,Cambourne,15-11-2019,Rhymetimes,26
Cambridgeshire,Cambourne,15-11-2019,Assisted Digital,1
Cambridgeshire,Cambourne,20-11-2019,Partner Events,28
Cambridgeshire,Cambourne,22-11-2019,Storytimes,25
Cambridgeshire,Cambourne,29-11-2019,Rhymetimes,29
Cambridgeshire,Cambourne,04-12-2019,Engage Events,9
Cambridgeshire,Cambourne,06-12-2019,Storytimes,29
Cambridgeshire,Cambourne,05-12-2019,Other Events (Adult),11
Cambridgeshire,Cambourne,11-12-2019,Outreach (Adults),6
Cambridgeshire,Cambourne,13-12-2019,Storytimes,30
Cambridgeshire,Cambourne,13-12-2019,Storytimes,25
Cambridgeshire,Cambourne,18-12-2019,Other Events (Adult),8
Cambridgeshire,Cambourne,03-01-2020,Assisted Digital,1
Cambridgeshire,Cambourne,03-01-2020,Assisted Digital,1
Cambridgeshire,Cambourne,04-01-2020,Assisted Digital,1
Cambridgeshire,Cambourne,10-01-2020,Rhymetimes,36
Cambridgeshire,Cambourne,13-01-2020,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-04-2019,Other Events (Adult),4
Cambridgeshire,Cambridge Central,01-04-2019,Storytimes,40
Cambridgeshire,Cambridge Central,01-04-2019,Assisted Digital,3
Cambridgeshire,Cambridge Central,01-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-04-2019,BIPC - Intellectual Property,1
Cambridgeshire,Cambridge Central,02-04-2019,Rhymetimes,55
Cambridgeshire,Cambridge Central,02-04-2019,Assisted Digital,2
Cambridgeshire,Cambridge Central,02-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-04-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,03-04-2019,Other Events (Adult),12
Cambridgeshire,Cambridge Central,03-04-2019,Rhymetimes,56
Cambridgeshire,Cambridge Central,03-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-04-2019,Rhymetimes,47
Cambridgeshire,Cambridge Central,04-04-2019,Rhymetimes,44
Cambridgeshire,Cambridge Central,04-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-04-2019,Storytimes,24
Cambridgeshire,Cambridge Central,05-04-2019,Rhymetimes,61
Cambridgeshire,Cambridge Central,05-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,06-04-2019,Other Events (Children),7
Cambridgeshire,Cambridge Central,06-04-2019,Rhymetimes,41
Cambridgeshire,Cambridge Central,06-04-2019,Other Events (Children),33
Cambridgeshire,Cambridge Central,06-04-2019,Other Events (Children),1
Cambridgeshire,Cambridge Central,06-04-2019,Other Events (Adult),3
Cambridgeshire,Cambridge Central,07-04-2019,Storytimes,27
Cambridgeshire,Cambridge Central,07-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,07-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,07-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,07-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Storytimes,99
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-04-2019,Rhymetimes,48
Cambridgeshire,Cambridge Central,09-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-04-2019,BIPC - One to One,0
Cambridgeshire,Cambridge Central,10-04-2019,BIPC - One to One,0
Cambridgeshire,Cambridge Central,10-04-2019,Rhymetimes,82
Cambridgeshire,Cambridge Central,10-04-2019,Other Events (Adult),7
Cambridgeshire,Cambridge Central,10-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,11-04-2019,Rhymetimes,47
Cambridgeshire,Cambridge Central,11-04-2019,Rhymetimes,37
Cambridgeshire,Cambridge Central,11-04-2019,Other Events (Children),27
Cambridgeshire,Cambridge Central,11-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,11-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,11-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-04-2019,Storytimes,24
Cambridgeshire,Cambridge Central,12-04-2019,Rhymetimes,58
Cambridgeshire,Cambridge Central,12-04-2019,Rhymetimes,94
Cambridgeshire,Cambridge Central,12-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,14-04-2019,Storytimes,35
Cambridgeshire,Cambridge Central,15-04-2019,Storytimes,120
Cambridgeshire,Cambridge Central,15-04-2019,Other Events (Adult),3
Cambridgeshire,Cambridge Central,15-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-04-2019,Rhymetimes,51
Cambridgeshire,Cambridge Central,16-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-04-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,17-04-2019,BIPC - Intellectual Property,1
Cambridgeshire,Cambridge Central,17-04-2019,Rhymetimes,56
